project,source_repo,source_path,source_line,type_base,fn,source_visibility,raw_eval_match,raw_pub,raw_concrete,raw_abstract,raw_file,exclusion_reason
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,213,,extract_range_impl,priv,exact_project_fn_type,priv,concrete_verified_with_assumes,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_model_next_shard.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,281,HostState,parse_end_point,priv,exact_project_fn_type,priv,concrete_verified_with_assumes,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__parse_end_points.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,289,HostState,parse_end_points,priv,exact_project_fn_type,priv,concrete_verified_with_assumes,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__parse_end_points.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,332,HostState,parse_command_line_configuration,priv,exact_project_fn_type,priv,concrete_verified_clean,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__real_init_impl.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,397,HostState,real_init_impl,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__real_init_impl.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,434,HostState,deliver_packet_seq,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__deliver_packet_seq.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,520,HostState,deliver_outbound_packets,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__process_received_packet_next.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,552,HostState,receive_packet_next,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__real_next_impl.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,655,HostState,host_next_receive_packet,priv,exact_project_fn_type,priv,concrete_failed,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__receive_packet_next.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,764,HostState,host_model_receive_packet,priv,exact_project_fn_type,priv,concrete_verified_with_assumes,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_model_receive_packet.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,834,HostState,should_process_received_message_impl,priv,exact_project_fn_type,priv,concrete_verified_clean,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__process_received_packet_next.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,1069,HostState,host_model_next_get_request,priv,exact_project_fn_type,priv,concrete_failed,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_model_next_get_request.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,1172,HostState,host_model_next_set_request,priv,exact_project_fn_type,priv,concrete_failed,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_model_next_receive_message.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,1378,HostState,host_model_next_delegate,priv,exact_project_fn_type,priv,concrete_failed,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_model_next_delegate.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,1439,HostState,host_model_next_shard,priv,exact_project_fn_type,priv,concrete_failed,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_model_next_receive_message.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,1559,HostState,host_model_next_receive_message,priv,exact_project_fn_type,priv,concrete_failed,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_model_next_receive_message.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,1627,HostState,process_received_packet_next_impl,priv,exact_project_fn_type,priv,concrete_failed,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__process_received_packet_next.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,1722,HostState,host_noreceive_noclock_next,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_noreceive_noclock_next.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/host_impl_v.rs,1780,HostState,real_next_impl,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__real_next_impl.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/io_t.rs,49,EndPoint,clone_up_to_view,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__real_init_impl.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/io_t.rs,71,EndPoint,valid_physical_address,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/ironkv/verified/single_delivery_state_v/single_delivery_state_v__impl0__lemma_seqno_in_un_acked_list.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/io_t.rs,202,NetClient,new,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
ironkv,verus-lang/verified-ironkv,ironsht/src/io_t.rs,225,NetClient,reset,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
ironkv,verus-lang/verified-ironkv,ironsht/src/io_t.rs,269,NetClient,get_my_end_point,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__real_init_impl.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/io_t.rs,285,NetClient,get_time,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
ironkv,verus-lang/verified-ironkv,ironsht/src/io_t.rs,338,NetClient,receive,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/ironkv/verified/net_sht_v/net_sht_v__receive_with_demarshal.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/io_t.rs,394,NetClient,send_internal_wrapper,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
ironkv,verus-lang/verified-ironkv,ironsht/src/io_t.rs,401,NetClient,send,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/ironkv/verified/net_sht_v/net_sht_v__send_packet-poly.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/keys_t.rs,52,,zero,priv,exact_project_fn_type,priv,concrete_failed,N/A (not pub),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__real_init_impl.rs,raw_eval_private_not_public_api
ironkv,verus-lang/verified-ironkv,ironsht/src/keys_t.rs,55,,cmp,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
ironkv,verus-lang/verified-ironkv,ironsht/src/keys_t.rs,118,KeyRange,contains_exec,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
ironkv,verus-lang/verified-ironkv,ironsht/src/keys_t.rs,151,SHTKey,clone,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_model_next_set_request.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/marshal_ironsht_specific_v.rs,99,,sorted_keys,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
ironkv,verus-lang/verified-ironkv,ironsht/src/marshal_ironsht_specific_v.rs,133,,ckeyhashmap_max_serialized_size_exec,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/ironkv/verified/marshal_ironsht_specific_v/marshal_ironsht_specific_v__ckeyhashmap_max_serialized_size_exec.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/marshal_v.rs,36,,_is_marshalable,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
ironkv,verus-lang/verified-ironkv,ironsht/src/marshal_v.rs,40,,serialized_size,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
ironkv,verus-lang/verified-ironkv,ironsht/src/marshal_v.rs,43,,serialize,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
ironkv,verus-lang/verified-ironkv,ironsht/src/marshal_v.rs,49,,deserialize,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
ironkv,verus-lang/verified-ironkv,ironsht/src/net_sht_v.rs,130,,sht_demarshall_data_method,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/net_sht_v/net_sht_v__receive_with_demarshal.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/net_sht_v.rs,170,,receive_with_demarshal,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__receive_packet_next.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/net_sht_v.rs,276,,send_packet,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/ironkv/verified/net_sht_v/net_sht_v__send_packet-poly.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/net_sht_v.rs,354,,send_packet_seq,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__deliver_packet_seq.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/seq_is_unique_v.rs,20,,do_vec_u8s_match,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/ironkv/verified/seq_is_unique_v/seq_is_unique__do_vec_u8s_match.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/seq_is_unique_v.rs,51,,do_end_points_match,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/ironkv/verified/delegation_map_v/delegation_map_v__impl3__values_agree.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/seq_is_unique_v.rs,59,,test_unique,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/ironkv/verified/seq_is_unique_v/seq_is_unique__test_unique.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/seq_is_unique_v.rs,106,,endpoints_contain,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_model_next_delegate.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/seq_is_unique_v.rs,126,,clone_option_vec_u8,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_model_next_get_request.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/seq_is_unique_v.rs,139,,clone_end_point,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/delegation_map_v/delegation_map_v__impl4__set.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/seq_is_unique_v.rs,146,,clone_option_end_point,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_model_v.rs,101,CSingleDelivery,retransmit_un_acked_packets_for_dst,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/single_delivery_model_v/single_delivery_model_v__impl2__retransmit_un_acked_packets.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_model_v.rs,182,CSingleDelivery,new_impl,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_model_v.rs,199,CSingleDelivery,receive_ack_impl,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/single_delivery_model_v/single_delivery_model_impl2__receive_ack_impl.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_model_v.rs,252,CSingleDelivery,receive_real_packet_impl,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/single_delivery_model_v/single_delivery_model_v__impl2__receive_impl.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_model_v.rs,300,CSingleDelivery,maybe_ack_packet_impl,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/single_delivery_model_v/single_delivery_model_impl2__maybe_ack_packet_impl.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_model_v.rs,343,CSingleDelivery,receive_impl,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_model_receive_packet.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_model_v.rs,394,CSingleDelivery,send_single_cmessage,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_model_next_get_request.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_model_v.rs,531,CSingleDelivery,retransmit_un_acked_packets,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/host_impl_v/host_impl_v__impl2__host_noreceive_noclock_next.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_state_v.rs,37,CAckState,new,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/ironkv/verified/single_delivery_model_v/single_delivery_model_v__impl2__send_single_cmessage.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_state_v.rs,57,CAckState,clone_up_to_view,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_state_v.rs,151,CAckState,truncate,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/ironkv/verified/single_delivery_model_v/single_delivery_model_impl2__receive_ack_impl.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_state_v.rs,212,CTombstoneTable,lookup,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/ironkv/verified/single_delivery_model_v/single_delivery_model_impl2__maybe_ack_packet_impl.rs,included_in_pub_eval_raw
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_state_v.rs,223,CTombstoneTable,insert,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
ironkv,verus-lang/verified-ironkv,ironsht/src/single_delivery_state_v.rs,273,CSendState,get,pub,exact_project_fn_type,pub,concrete_verified_clean,failed (B-oracle),verusage/source-projects/ironkv/verified/single_delivery_model_v/single_delivery_model_impl2__receive_ack_impl.rs,included_in_pub_eval_raw
